timestamp,num_satellites,latitude,longitude,altitude,latitude_sigma,longitude_sigma,altitude_sigma,northing,easting,down,utm_zone
1418235540999744,6,51.756088,-1.251668,62.578458,3.341920,2.408773,6.315387,5735356.329573,620670.794227,-62.578458,30U
1418235541199744,7,51.756068,-1.251678,63.596147,4.437199,6.126116,10.794616,5735354.052697,620670.187306,-63.596147,30U
1418235541399744,7,51.756054,-1.251677,63.455260,4.467843,6.130947,10.847457,5735352.553019,620670.296714,-63.455260,30U
1418235541599743,6,51.756046,-1.251664,62.491510,3.338863,2.408364,6.311700,5735351.725486,620671.217755,-62.491510,30U
1418235541799743,7,51.756033,-1.251663,62.622302,3.309988,2.401823,6.270843,5735350.233593,620671.287629,-62.622302,30U
1418235541999743,7,51.756018,-1.251662,62.456815,3.314679,2.402678,6.276203,5735348.544652,620671.401541,-62.456815,30U
1418235542199743,5,51.755991,-1.251668,64.971412,5.925315,2.892303,9.757905,5735345.527307,620671.039283,-64.971412,30U
1418235542399743,6,51.755990,-1.251659,62.790590,3.407153,2.445501,6.415753,5735345.490006,620671.684482,-62.790590,30U
1418235542599743,6,51.755973,-1.251675,62.969412,4.450044,6.130253,10.814433,5735343.558621,620670.621484,-62.969412,30U
1418235542799743,5,51.755960,-1.251676,62.762957,4.411299,6.124597,10.747591,5735342.123339,620670.581228,-62.762957,30U
1418235542999742,6,51.755946,-1.251677,62.791275,4.401801,6.123543,10.731484,5735340.548000,620670.571673,-62.791275,30U
1418235543199742,6,51.755932,-1.251677,62.858120,4.404495,6.124325,10.735061,5735338.945966,620670.604473,-62.858120,30U
1418235543399742,6,51.755918,-1.251677,62.904556,4.403483,6.124487,10.734324,5735337.398439,620670.606731,-62.904556,30U
1418235543599742,6,51.755904,-1.251678,62.958691,4.402541,6.124732,10.730775,5735335.814860,620670.631954,-62.958691,30U
1418235543799742,6,51.755890,-1.251678,62.885607,4.399824,6.124654,10.727476,5735334.302206,620670.647621,-62.885607,30U
1418235543999742,6,51.755874,-1.251677,63.258433,4.402387,6.125290,10.731459,5735332.540174,620670.761596,-63.258433,30U
1418235544199741,6,51.755861,-1.251677,63.178952,4.421756,6.128335,10.763399,5735331.034015,620670.755325,-63.178952,30U
1418235544399741,7,51.755846,-1.251677,63.252029,4.399906,6.125729,10.726692,5735329.465197,620670.814188,-63.252029,30U
1418235544599741,6,51.755833,-1.251678,63.203228,4.401659,6.126122,10.727056,5735327.913262,620670.805695,-63.203228,30U
1418235544799741,6,51.755818,-1.251678,63.277548,4.398243,6.126002,10.719889,5735326.350274,620670.839759,-63.277548,30U
1418235544999741,6,51.755804,-1.251678,63.262405,4.396789,6.125795,10.716035,5735324.794429,620670.877811,-63.262405,30U
1418235545199741,6,51.755789,-1.251677,63.597628,4.406304,6.127118,10.731481,5735323.039351,620670.995388,-63.597628,30U
1418235545399740,5,51.755774,-1.251676,63.682504,4.426654,6.130288,10.764992,5735321.437811,620671.072155,-63.682504,30U
1418235545599740,6,51.755777,-1.251688,61.831120,4.214650,5.835418,10.757268,5735321.748454,620670.286641,-61.831120,30U
1418235545799740,6,51.755762,-1.251685,61.799460,4.184611,5.823450,10.753397,5735320.040728,620670.486333,-61.799460,30U
1418235545999740,5,51.755742,-1.251678,61.371370,4.457889,5.940731,10.780523,5735317.863935,620671.054719,-61.371370,30U
1418235546199740,6,51.755728,-1.251677,61.459690,4.455289,5.940596,10.775930,5735316.257647,620671.147781,-61.459690,30U
1418235546399740,6,51.755714,-1.251677,61.390645,4.457440,5.941324,10.779463,5735314.717932,620671.176623,-61.390645,30U
1418235546599740,6,51.755704,-1.251682,61.771659,4.153065,5.813465,10.738304,5735313.642019,620670.877929,-61.771659,30U
1418235546799739,6,51.755684,-1.251673,61.446022,4.164477,5.818466,10.739305,5735311.384026,620671.518249,-61.446022,30U
1418235546999739,6,51.755672,-1.251676,61.671022,4.151894,5.813255,10.737339,5735310.055190,620671.375451,-61.671022,30U
1418235547199739,6,51.755658,-1.251676,61.686918,4.127542,5.803305,10.735558,5735308.543784,620671.423922,-61.686918,30U
1418235547399739,6,51.755646,-1.251677,61.886609,4.146711,5.806650,10.762206,5735307.183828,620671.356062,-61.886609,30U
1418235547599739,6,51.755572,-1.251630,74.558087,19.223066,10.678247,37.138454,5735299.008150,620674.801290,-74.558087,30U
1418235547799739,6,51.755555,-1.251628,75.438901,19.215706,10.677796,37.116253,5735297.153702,620675.017936,-75.438901,30U
1418235547999738,5,51.755543,-1.251629,75.148379,19.258753,10.694235,37.231621,5735295.794553,620674.981041,-75.148379,30U
1418235548199738,7,51.755528,-1.251627,75.607621,19.246798,10.692466,37.197510,5735294.143644,620675.110603,-75.607621,30U
1418235548399738,6,51.755526,-1.251635,72.865694,19.240807,10.692272,37.179531,5735293.875134,620674.613988,-72.865694,30U
1418235548599738,7,51.755567,-1.251675,61.349114,4.137545,5.805786,10.753373,5735298.334631,620671.711130,-61.349114,30U
1418235548799738,6,51.755550,-1.251672,61.094834,4.136021,5.807414,10.741844,5735296.549239,620671.990262,-61.094834,30U
1418235548999738,7,51.755539,-1.251674,61.145920,4.123455,5.803432,10.735868,5735295.304157,620671.884809,-61.145920,30U
1418235549199737,7,51.755520,-1.251658,62.509599,3.131231,2.577351,6.209593,5735293.196312,620673.012746,-62.509599,30U
1418235549399737,7,51.755508,-1.251660,62.524746,3.136261,2.578573,6.215904,5735291.892584,620672.912080,-62.524746,30U
1418235549599737,5,51.755502,-1.251677,61.073260,4.455480,5.946203,10.771111,5735291.165453,620671.772626,-61.073260,30U
1418235549799737,6,51.755481,-1.251653,63.866888,3.538754,3.260489,7.222157,5735288.822627,620673.471992,-63.866888,30U
1418235549999737,6,51.755473,-1.251668,62.277843,3.444324,2.898629,6.812464,5735287.970097,620672.448730,-62.277843,30U
1418235550199737,7,51.755463,-1.251676,61.477334,3.381817,2.630776,6.526758,5735286.806568,620671.894757,-61.477334,30U
1418235550399737,6,51.755449,-1.251675,61.786985,3.391482,2.662563,6.561004,5735285.249081,620672.005452,-61.786985,30U
1418235550599736,6,51.755435,-1.251672,62.237147,3.389515,2.662533,6.559808,5735283.683258,620672.244570,-62.237147,30U
1418235550799736,6,51.755419,-1.251664,63.289627,3.404630,2.737767,6.637538,5735281.918970,620672.865721,-63.289627,30U
1418235550999736,6,51.755405,-1.251661,63.670451,3.371264,2.603481,6.495246,5735280.403037,620673.106186,-63.670451,30U
1418235551199736,6,51.755394,-1.251667,63.118219,3.372654,2.607819,6.500181,5735279.183081,620672.700084,-63.118219,30U
1418235551399736,6,51.755381,-1.251669,63.129398,3.367333,2.590522,6.480979,5735277.747909,620672.623804,-63.129398,30U
1418235551599736,6,51.755369,-1.251670,63.132843,3.357411,2.548986,6.437427,5735276.347995,620672.597898,-63.132843,30U
1418235551799735,7,51.755357,-1.251675,62.684100,3.357008,2.549030,6.437086,5735275.058275,620672.278697,-62.684100,30U
1418235551999735,7,51.755345,-1.251677,62.561455,3.355075,2.540956,6.428603,5735273.716581,620672.170194,-62.561455,30U
1418235552199735,7,51.755332,-1.251678,62.335388,3.328006,2.525788,6.385528,5735272.278172,620672.119908,-62.335388,30U
1418235552399735,7,51.755321,-1.251681,62.152221,3.328699,2.526748,6.387018,5735271.013893,620671.944117,-62.152221,30U
1418235552599735,7,51.755308,-1.251681,62.267173,3.330283,2.521065,6.384128,5735269.576510,620671.961125,-62.267173,30U
1418235552799735,7,51.755295,-1.251682,62.503986,3.271719,2.504884,6.302265,5735268.165747,620671.972109,-62.503986,30U
1418235552999734,6,51.755275,-1.251683,63.045610,5.956751,2.736082,8.775484,5735265.889090,620671.943651,-63.045610,30U
1418235553199734,6,51.755262,-1.251680,62.939979,5.953446,2.734287,8.769152,5735264.440557,620672.153895,-62.939979,30U
1418235553399734,5,51.755242,-1.251675,64.855489,19.441010,10.810129,37.677166,5735262.228311,620672.572221,-64.855489,30U
1418235553599734,6,51.755225,-1.251673,66.078421,19.451538,10.815663,37.704960,5735260.405704,620672.777687,-66.078421,30U
1418235553799734,6,51.755234,-1.251687,60.909991,19.455997,10.819190,37.715042,5735261.349031,620671.764264,-60.909991,30U
1418235553999734,6,51.755222,-1.251688,61.078666,19.647673,10.886014,38.233185,5735259.999872,620671.748958,-61.078666,30U
1418235554199734,6,51.755205,-1.251679,61.678469,5.885083,2.690678,8.609599,5735258.135670,620672.412816,-61.678469,30U
1418235554399733,6,51.755188,-1.251680,64.176375,19.528690,10.850022,37.907459,5735256.252769,620672.354470,-64.176375,30U
1418235554599733,6,51.755188,-1.251692,63.358658,5.410959,2.828360,9.149143,5735256.188803,620671.581989,-63.358658,30U
1418235554799733,6,51.755178,-1.251692,63.327725,5.371804,2.793393,9.038770,5735255.057898,620671.551926,-63.327725,30U
1418235554999733,7,51.755167,-1.251699,64.690160,5.350690,2.670388,8.383206,5735253.827284,620671.113366,-64.690160,30U
1418235555199733,6,51.755158,-1.251693,63.163944,4.749510,2.660662,8.158325,5735252.886983,620671.527598,-63.163944,30U
1418235555399733,6,51.755152,-1.251691,62.712158,3.423442,2.441224,6.426951,5735252.217576,620671.703805,-62.712158,30U
1418235555599732,6,51.755146,-1.251692,62.274973,3.424123,2.437071,6.423602,5735251.537582,620671.678222,-62.274973,30U
1418235555799732,6,51.755143,-1.251689,61.447591,3.427985,2.435845,6.425582,5735251.213397,620671.886107,-61.447591,30U
1418235555999732,6,51.755132,-1.251690,61.994047,3.426626,2.433517,6.422326,5735250.007824,620671.822009,-61.994047,30U
1418235556199732,6,51.755129,-1.251689,61.163108,3.425926,2.433231,6.417713,5735249.698542,620671.899149,-61.163108,30U
1418235556399732,6,51.755120,-1.251690,61.535392,3.439196,2.431748,6.425074,5735248.699977,620671.832626,-61.535392,30U
1418235556599732,6,51.755113,-1.251689,61.729286,3.453945,2.432083,6.431333,5735247.917870,620671.941810,-61.729286,30U
1418235556799731,6,51.755106,-1.251688,62.048894,3.506309,2.434966,6.466792,5735247.125069,620672.065756,-62.048894,30U
1418235556999731,5,51.755074,-1.251680,59.020685,9.214746,2.980757,11.555448,5735243.547975,620672.705205,-59.020685,30U
1418235557199731,5,51.755069,-1.251676,58.722338,9.215356,2.987431,11.551481,5735243.004026,620672.970027,-58.722338,30U
1418235557399731,5,51.755065,-1.251676,58.409832,9.214172,2.986099,11.551591,5735242.596764,620673.008870,-58.409832,30U
1418235557599731,5,51.755062,-1.251676,58.600040,9.213631,2.984831,11.527586,5735242.176160,620672.991729,-58.600040,30U
1418235557799731,5,51.755059,-1.251675,58.533467,9.212659,2.983605,11.519419,5735241.850490,620673.037081,-58.533467,30U
1418235557999731,5,51.755056,-1.251674,58.347816,9.210536,2.976824,11.516286,5735241.522470,620673.170243,-58.347816,30U
1418235558199730,5,51.755053,-1.251674,58.740501,9.208776,2.972989,11.513741,5735241.221591,620673.116967,-58.740501,30U
1418235558399730,5,51.755050,-1.251676,59.156389,9.207947,2.971212,11.514637,5735240.910131,620673.037408,-59.156389,30U
1418235558599730,5,51.755048,-1.251676,59.486343,9.207788,2.975200,11.521257,5735240.653142,620673.050769,-59.486343,30U
1418235558799730,5,51.755046,-1.251671,58.252651,9.206825,2.974860,11.528410,5735240.457491,620673.378853,-58.252651,30U
1418235558999730,5,51.755044,-1.251670,57.807487,9.205912,2.975095,11.529782,5735240.280210,620673.449921,-57.807487,30U
1418235559199730,5,51.755043,-1.251671,57.749640,9.204170,2.972040,11.528097,5735240.140687,620673.407333,-57.749640,30U
1418235559399729,5,51.755043,-1.251667,56.661519,9.203840,2.976605,11.537936,5735240.110420,620673.656880,-56.661519,30U
1418235559599729,5,51.755019,-1.251667,52.888628,9.742685,2.940667,11.684601,5735237.415096,620673.696751,-52.888628,30U
1418235559799729,5,51.755017,-1.251669,53.311127,9.741738,2.936738,11.661752,5735237.276803,620673.610538,-53.311127,30U
1418235559999729,5,51.755017,-1.251669,53.012962,9.740745,2.937116,11.665336,5735237.250949,620673.560632,-53.012962,30U
1418235560199729,5,51.755016,-1.251668,52.815929,9.740173,2.938030,11.670949,5735237.128016,620673.685300,-52.815929,30U
1418235560399729,5,51.755015,-1.251668,52.846687,9.738317,2.933737,11.668216,5735236.968835,620673.690161,-52.846687,30U
1418235560599729,5,51.755013,-1.251670,53.469778,9.737197,2.930887,11.648332,5735236.750123,620673.565322,-53.469778,30U
1418235560799728,5,51.755010,-1.251672,54.241978,9.737241,2.935131,11.653937,5735236.421589,620673.388823,-54.241978,30U
1418235560999728,5,51.755007,-1.251672,54.420427,9.735508,2.931752,11.658004,5735236.076229,620673.390800,-54.420427,30U
1418235561199728,5,51.755004,-1.251672,54.154642,9.734752,2.927477,11.635127,5735235.748835,620673.407380,-54.154642,30U
1418235561399728,5,51.755001,-1.251672,53.993306,9.733814,2.927950,11.637902,5735235.432833,620673.399159,-53.993306,30U
1418235561599702,5,51.754997,-1.251675,54.274410,9.732778,2.926120,11.636325,5735234.964321,620673.255646,-54.274410,30U
1418235561799702,4,51.754992,-1.251684,56.416914,9.797559,4.080998,18.114651,5735234.378589,620672.651103,-56.416914,30U
1418235561999702,5,51.754988,-1.251684,55.493413,9.731668,2.932964,11.676975,5735234.031776,620672.599852,-55.493413,30U
1418235562199702,5,51.754985,-1.251690,55.762179,9.731210,2.927948,11.646877,5735233.632081,620672.237159,-55.762179,30U
1418235562399702,5,51.754982,-1.251695,55.511692,9.731423,2.928727,11.625992,5735233.244676,620671.872196,-55.511692,30U
1418235562599702,5,51.754978,-1.251701,55.745271,9.730516,2.927939,11.621151,5735232.796809,620671.487125,-55.745271,30U
1418235562799701,5,51.754975,-1.251712,55.977319,9.733605,2.940691,11.626490,5735232.548609,620670.736667,-55.977319,30U
1418235562999701,5,51.754972,-1.251718,55.682157,9.734588,2.959193,11.635406,5735232.142070,620670.312163,-55.682157,30U
1418235563199701,5,51.754968,-1.251727,55.562561,9.755006,2.957353,11.623767,5735231.740680,620669.748176,-55.562561,30U
1418235563399701,5,51.754965,-1.251738,55.854817,9.742689,2.929569,11.603391,5735231.343348,620668.982205,-55.854817,30U
1418235563599701,5,51.754956,-1.251729,57.523783,9.777308,2.910079,11.605087,5735230.304109,620669.640708,-57.523783,30U
1418235563799701,5,51.754954,-1.251741,57.488949,9.777244,2.910604,11.608989,5735230.096161,620668.817131,-57.488949,30U
1418235563999700,5,51.754954,-1.251753,57.501926,9.751487,2.910879,11.600206,5735230.057051,620667.954975,-57.501926,30U
1418235564199700,4,51.754960,-1.251785,56.545442,10.621577,6.668924,13.764977,5735230.709167,620665.727272,-56.545442,30U
1418235564399700,5,51.754952,-1.251780,58.160674,9.746222,2.921427,11.600961,5735229.856022,620666.118439,-58.160674,30U
1418235564599700,5,51.754990,-1.251813,59.441457,9.291674,2.966020,11.482982,5735233.993149,620663.752055,-59.441457,30U
1418235564799700,5,51.754993,-1.251829,59.631994,9.435323,2.968848,11.521502,5735234.266927,620662.605669,-59.631994,30U
1418235564999700,5,51.754994,-1.251845,59.605046,9.431904,2.968130,11.515078,5735234.366285,620661.505598,-59.605046,30U
1418235565199699,5,51.754994,-1.251861,59.444085,9.413179,2.964811,11.516077,5735234.344981,620660.391222,-59.444085,30U
1418235565399699,5,51.754995,-1.251878,59.411580,9.401873,2.962574,11.501686,5735234.421178,620659.196573,-59.411580,30U
1418235565599699,6,51.754995,-1.251896,59.417934,9.389602,2.961965,11.492208,5735234.452485,620657.976902,-59.417934,30U
1418235565799699,6,51.754996,-1.251915,59.613286,9.381243,2.966266,11.520986,5735234.467059,620656.691954,-59.613286,30U
1418235565999699,5,51.754996,-1.251937,61.019871,9.421360,4.033363,17.944109,5735234.444424,620655.170181,-61.019871,30U
1418235566199699,6,51.754997,-1.251956,61.127235,9.420478,4.028522,17.938574,5735234.502927,620653.848779,-61.127235,30U
1418235566399698,6,51.754998,-1.251975,61.006841,9.411431,4.028262,17.939177,5735234.621550,620652.516521,-61.006841,30U
1418235566599698,5,51.754999,-1.251994,61.020773,9.402535,4.028180,17.940016,5735234.663431,620651.195784,-61.020773,30U
1418235566799698,6,51.755000,-1.252014,61.056208,9.393791,4.028039,17.942038,5735234.740610,620649.846479,-61.056208,30U
1418235566999698,6,51.755001,-1.252033,61.065063,9.385012,4.027853,17.941965,5735234.827212,620648.512392,-61.065063,30U
1418235567199698,6,51.755003,-1.252048,59.276005,9.332043,2.961988,11.487877,5735235.098502,620647.487764,-59.276005,30U
1418235567399698,6,51.755005,-1.252068,59.215358,9.330936,2.959385,11.470558,5735235.215499,620646.106236,-59.215358,30U
1418235567599697,6,51.755006,-1.252088,59.218139,9.323776,2.958425,11.468071,5735235.306531,620644.704635,-59.218139,30U
1418235567799697,5,51.755007,-1.252113,60.617181,9.359552,4.027326,17.945702,5735235.365107,620642.968455,-60.617181,30U
1418235567999697,6,51.755008,-1.252130,59.740557,9.309718,2.987173,11.659353,5735235.516076,620641.784166,-59.740557,30U
1418235568199697,6,51.755010,-1.252150,59.607055,9.301940,2.967561,11.526485,5735235.681869,620640.378302,-59.607055,30U
1418235568399697,5,51.755011,-1.252174,60.703168,9.335920,4.026897,17.947248,5735235.696436,620638.748474,-60.703168,30U
1418235568599697,5,51.755012,-1.252194,60.685180,9.334629,4.026660,17.946953,5735235.797648,620637.350263,-60.685180,30U
1418235568799696,5,51.755013,-1.252215,60.697925,9.327620,4.026866,17.949451,5735235.895680,620635.927052,-60.697925,30U
1418235568999696,5,51.755014,-1.252235,60.788386,9.320107,4.026688,17.950829,5735235.969277,620634.503428,-60.788386,30U
1418235569199696,5,51.755015,-1.252256,60.780106,9.310871,4.026623,17.950443,5735236.073466,620633.058760,-60.780106,30U
1418235569399696,5,51.755016,-1.252277,60.659216,9.305261,4.026508,17.951023,5735236.173593,620631.614285,-60.659216,30U
1418235569599696,5,51.755018,-1.252298,60.614763,9.298421,4.026470,17.952568,5735236.264265,620630.159253,-60.614763,30U
1418235569799696,5,51.755019,-1.252319,60.781183,9.297585,4.026416,17.953798,5735236.346677,620628.713601,-60.781183,30U
1418235569999695,6,51.755020,-1.252340,60.815178,9.290688,4.026249,17.954283,5735236.428860,620627.252363,-60.815178,30U
1418235570199695,6,51.755022,-1.252355,58.512863,9.270405,3.715950,16.152395,5735236.681488,620626.238531,-58.512863,30U
1418235570399695,5,51.755022,-1.252382,60.779985,9.277356,4.025988,17.955755,5735236.658223,620624.349466,-60.779985,30U
1418235570599695,5,51.755023,-1.252404,60.830933,9.271121,4.025932,17.956844,5735236.721782,620622.833066,-60.830933,30U
1418235570799695,5,51.755025,-1.252426,60.829281,9.265015,4.025890,17.956955,5735236.835283,620621.323651,-60.829281,30U
1418235570999695,5,51.755026,-1.252448,60.850905,9.264137,4.025882,17.958128,5735236.901596,620619.806256,-60.850905,30U
1418235571199694,5,51.755026,-1.252470,60.740642,9.255752,4.025690,17.958656,5735236.962863,620618.286373,-60.740642,30U
1418235571399694,5,51.755028,-1.252492,60.747641,9.252034,4.025722,17.959490,5735237.052938,620616.752809,-60.747641,30U
1418235571599694,6,51.755028,-1.252514,60.770533,9.246687,4.025784,17.960367,5735237.039365,620615.220432,-60.770533,30U
1418235571799694,5,51.755029,-1.252537,60.792687,9.240370,4.025634,17.960613,5735237.116033,620613.658479,-60.792687,30U
1418235571999694,5,51.755030,-1.252560,60.876866,9.234997,4.025358,17.961212,5735237.180944,620612.094829,-60.876866,30U
1418235572199694,5,51.755029,-1.252592,64.201934,9.223782,3.714815,16.156162,5735237.056771,620609.862540,-64.201934,30U
1418235572399693,5,51.755030,-1.252612,63.548427,9.218978,3.715005,16.158049,5735237.148854,620608.447403,-63.548427,30U
1418235572599693,5,51.755032,-1.252631,62.129345,9.214109,3.715136,16.159214,5735237.316734,620607.121337,-62.129345,30U
1418235572799693,5,51.755033,-1.252657,62.688673,9.197982,3.315285,13.745132,5735237.368107,620605.382428,-62.688673,30U
1418235572999693,5,51.755033,-1.252685,64.286010,9.185699,2.999441,11.735948,5735237.330816,620603.425339,-64.286010,30U
1418235573199693,5,51.755034,-1.252711,64.977866,9.181939,3.019985,11.873732,5735237.366192,620601.663515,-64.977866,30U
1418235573399693,4,51.755036,-1.252722,60.917052,9.209651,4.024791,17.968388,5735237.621595,620600.870609,-60.917052,30U
1418235573599693,4,51.755037,-1.252745,60.952045,9.205335,4.024795,17.969706,5735237.645451,620599.262317,-60.952045,30U
1418235573799692,4,51.755037,-1.252769,60.972234,9.200895,4.024619,17.971041,5735237.640606,620597.629187,-60.972234,30U
1418235573999692,4,51.755038,-1.252793,60.929833,9.196144,4.024357,17.970734,5735237.674876,620595.989396,-60.929833,30U
1418235574199692,4,51.755039,-1.252817,60.969769,9.192080,4.024292,17.971785,5735237.732352,620594.332408,-60.969769,30U
1418235574399692,4,51.755039,-1.252840,61.036917,9.188327,4.024185,17.971752,5735237.756345,620592.680167,-61.036917,30U
1418235574599692,4,51.755040,-1.252865,60.912024,9.187620,4.024234,17.973402,5735237.777562,620591.016059,-60.912024,30U
1418235574799692,4,51.755040,-1.252889,60.920770,9.184550,4.024263,17.975254,5735237.828772,620589.339112,-60.920770,30U
1418235574999691,4,51.755041,-1.252913,60.925650,9.180708,4.024102,17.975372,5735237.852602,620587.674641,-60.925650,30U
1418235575199691,4,51.755041,-1.252937,60.987413,9.176837,4.023821,17.975409,5735237.852572,620586.035647,-60.987413,30U
1418235575399691,4,51.755042,-1.252960,60.975309,9.174061,4.023735,17.976221,5735237.833722,620584.389201,-60.975309,30U
1418235575599691,5,51.755041,-1.252984,60.960293,9.171239,4.023697,17.978001,5735237.779251,620582.756934,-60.960293,30U
1418235575799691,4,51.755042,-1.253008,60.978285,9.170315,4.023731,17.979086,5735237.768394,620581.110967,-60.978285,30U
1418235575999691,5,51.755042,-1.253031,60.984693,9.167275,4.023460,17.977755,5735237.748432,620579.495089,-60.984693,30U
1418235576199690,5,51.755042,-1.253057,61.519416,9.155248,3.713158,16.165852,5735237.683608,620577.751559,-61.519416,30U
1418235576399690,4,51.755042,-1.253078,60.990292,9.161660,4.023647,17.980341,5735237.711461,620576.251807,-60.990292,30U
1418235576599690,4,51.755042,-1.253101,61.045029,9.159497,4.023730,17.982727,5735237.685192,620574.659868,-61.045029,30U
1418235576799690,5,51.755043,-1.253125,60.995661,9.157768,4.023372,17.982935,5735237.716530,620573.054569,-60.995661,30U
1418235576999690,4,51.755043,-1.253147,60.983959,9.156964,4.023349,17.984262,5735237.677730,620571.485264,-60.983959,30U
1418235577199690,5,51.755043,-1.253170,61.167913,9.154638,4.023104,17.984257,5735237.616516,620569.918855,-61.167913,30U
1418235577399689,5,51.755043,-1.253193,61.193618,9.153194,4.023062,17.984875,5735237.577583,620568.366856,-61.193618,30U
1418235577599689,5,51.755042,-1.253218,62.123795,9.128570,3.074994,12.235058,5735237.463894,620566.635581,-62.123795,30U
1418235577799689,5,51.755042,-1.253239,61.632284,9.124705,2.954643,11.443952,5735237.465916,620565.179874,-61.632284,30U
1418235577999689,5,51.755043,-1.253261,61.381964,9.123528,2.960028,11.477738,5735237.456039,620563.679580,-61.381964,30U
1418235578199689,5,51.755043,-1.253281,60.702345,9.123074,2.975734,11.582143,5735237.499277,620562.261110,-60.702345,30U
1418235578399689,4,51.755043,-1.253305,61.157808,9.146315,4.022663,17.989382,5735237.447180,620560.635476,-61.157808,30U
1418235578599688,4,51.755044,-1.253327,61.207693,9.144604,4.022459,17.988905,5735237.446596,620559.096502,-61.207693,30U
1418235578799688,4,51.755044,-1.253349,61.220935,9.143252,4.022318,17.989023,5735237.417368,620557.557864,-61.220935,30U
1418235578999688,4,51.755043,-1.253371,61.276065,9.142485,4.022150,17.988962,5735237.340146,620556.045084,-61.276065,30U
1418235579199688,4,51.755043,-1.253393,61.212321,9.141894,4.022211,17.991346,5735237.278219,620554.530242,-61.212321,30U
1418235579399688,4,51.755043,-1.253415,61.189146,9.141116,4.022156,17.992693,5735237.202268,620553.015417,-61.189146,30U
1418235579599688,4,51.755042,-1.253437,61.292654,9.139977,4.022219,17.994501,5735237.136921,620551.516206,-61.292654,30U
1418235579799687,4,51.755042,-1.253459,61.307194,9.138824,4.022125,17.994398,5735237.087621,620550.016073,-61.307194,30U
1418235579999687,4,51.755042,-1.253480,61.314607,9.138362,4.022061,17.995640,5735237.012676,620548.528009,-61.314607,30U
1418235580199687,4,51.755002,-1.253490,61.133088,9.743872,4.104517,18.507824,5735232.573074,620547.921176,-61.133088,30U
1418235580399687,5,51.755002,-1.253511,61.082931,9.742816,4.104429,18.509365,5735232.478892,620546.479097,-61.082931,30U
1418235580599687,5,51.755039,-1.253549,63.507270,9.127480,3.711210,16.177013,5735236.555145,620543.786946,-63.507270,30U
1418235580799687,4,51.755039,-1.253563,61.311450,9.134542,4.021827,17.999468,5735236.548836,620542.800731,-61.311450,30U
1418235580999686,5,51.755038,-1.253586,62.087105,9.126101,3.710835,16.177235,5735236.380623,620541.227137,-62.087105,30U
1418235581199686,5,51.754998,-1.253592,60.544007,9.717292,3.789330,16.543978,5735231.992287,620540.885557,-60.544007,30U
1418235581399686,5,51.754998,-1.253612,60.331075,9.716312,3.789232,16.544386,5735231.863801,620539.511877,-60.331075,30U
1418235581599686,5,51.755036,-1.253640,59.470480,9.108028,2.971421,11.560323,5735236.101014,620537.495744,-59.470480,30U
1418235581799686,5,51.755036,-1.253653,56.926722,9.107745,3.002816,11.768621,5735236.043665,620536.637249,-56.926722,30U
1418235581999686,5,51.755034,-1.253677,58.604414,9.108238,3.074838,12.239982,5735235.835185,620534.936875,-58.604414,30U
1418235582199685,5,51.755033,-1.253696,58.160785,9.105456,2.983130,11.636443,5735235.703139,620533.675103,-58.160785,30U
1418235582399685,5,51.755032,-1.253712,57.227663,9.104269,2.973371,11.571193,5735235.574389,620532.532967,-57.227663,30U
1418235582599685,5,51.754992,-1.253727,58.796619,9.667617,3.081486,11.772273,5735231.075871,620531.615194,-58.796619,30U
1418235582799685,4,51.754989,-1.253753,61.358328,9.731325,4.103452,18.519037,5735230.687010,620529.852522,-61.358328,30U
1418235582999685,4,51.754988,-1.253772,61.324223,9.730206,4.103428,18.519585,5735230.517006,620528.549794,-61.324223,30U
1418235583199685,4,51.754987,-1.253790,61.359601,9.729070,4.103346,18.521044,5735230.354838,620527.259286,-61.359601,30U
1418235583399684,4,51.754985,-1.253809,61.316667,9.728326,4.103318,18.522633,5735230.193776,620525.965925,-61.316667,30U
1418235583599684,4,51.754984,-1.253827,61.313897,9.727489,4.103281,18.523392,5735229.995904,620524.717544,-61.313897,30U
1418235583799684,4,51.754983,-1.253845,61.308291,9.726903,4.103312,18.525284,5735229.813955,620523.485246,-61.308291,30U
1418235583999684,4,51.754981,-1.253863,61.315615,9.725589,4.103329,18.526258,5735229.614987,620522.260866,-61.315615,30U
1418235584199684,4,51.754980,-1.253881,61.307460,9.724603,4.103310,18.527185,5735229.412306,620521.040380,-61.307460,30U
1418235584399684,4,51.754978,-1.253898,61.326918,9.723495,4.103174,18.527277,5735229.215670,620519.863281,-61.326918,30U
1418235584599683,4,51.754977,-1.253915,61.232839,9.722715,4.103023,18.529198,5735229.019705,620518.710756,-61.232839,30U
1418235584799683,4,51.754975,-1.253931,61.210629,9.721669,4.102932,18.529608,5735228.849014,620517.601672,-61.210629,30U
1418235584999683,4,51.754974,-1.253946,61.185474,9.720808,4.102942,18.531298,5735228.643688,620516.580377,-61.185474,30U
1418235585199683,4,51.754972,-1.253960,61.247732,9.719947,4.102921,18.531521,5735228.475226,620515.568586,-61.247732,30U
1418235585399683,4,51.754971,-1.253974,61.182953,9.719102,4.102858,18.532784,5735228.319194,620514.614788,-61.182953,30U
1418235585599683,4,51.754970,-1.253987,61.312631,9.718023,4.102658,18.533386,5735228.169658,620513.701447,-61.312631,30U
